ge_Q1_P11143	0.002841	0.002841	0.002841	0.002841	0.002841	0.056277	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	0.270563	0.020563	0.002841	0.002841	0.020563	0.002841	0.002841	0.002841	0.002841	0.020563	0.002841	0.002841	0.002841	0.002841	0.002841	0.520563	0.002841	0.002841	0.002841	0.002841	0.002841	0.002841	1
ge_Q1_P31976	0.003409	0.003409	0.003409	0.003409	0.003409	0.275936	0.003409	0.003409	0.003409	0.040642	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	0.099465	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	0.040642	0.003409	0.003409	0.003409	0.040642	0.393583	0.003409	0.003409	0.003409	0.003409	0.003409	0.003409	1
ge_Q1_P13667	0.001389	0.001389	0.001389	0.001389	0.001389	0.475000	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	0.475000	0.001389	0.001389	0.001389	0.001389	0.001389	0.001389	1
ge_Q1_P38083	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	0.983333	0.000450	0.000450	0.000450	0.000450	0.000450	0.000450	1
ge_Q1_P39709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
ge_Q1_P31523	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.308943	0.001355	0.001355	0.001355	0.642276	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	0.001355	1
ge_Q1_P38809	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.226190	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.226190	0.476190	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	0.002041	1
ge_Q1_P31991	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.263492	0.120635	0.120635	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	0.120635	0.003367	0.003367	0.003367	0.003367	0.263492	0.003367	0.003367	0.003367	0.003367	0.003367	0.003367	1
ge_Q1_P10904	0.003134	0.003134	0.024916	0.003134	0.003134	0.024916	0.003134	0.003134	0.003134	0.014047	0.003134	0.003134	0.003177	0.003134	0.003134	0.003134	0.133612	0.090134	0.003134	0.003134	0.003134	0.003134	0.003177	0.003134	0.003134	0.003177	0.003177	0.003134	0.003134	0.003134	0.003134	0.611873	0.003177	0.003134	0.003134	0.003134	0.003134	0.003134	1
ge_Q1_P19131	0.005643	0.005643	0.040642	0.005643	0.005643	0.099465	0.005643	0.005643	0.005643	0.099465	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.099465	0.158289	0.040642	0.005643	0.040642	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.005643	0.217112	0.040642	0.005643	0.005643	0.005643	0.005643	0.005643	1
